,q_id,target,context_text,response_text,all_score
43,sw2566_8_sw3777_6,0.0,['when she was born and then i had her at a private sitter for i guess two two and a half years after that'],yeah,"[5.0, 5.0, 5.0, 5.0, 4.0, 3.0]"
44,sw2566_8_sw3296_28,0.0,['when she was born and then i had her at a private sitter for i guess two two and a half years after that'],i'm going to ignore that that's a call on my other line so i'm just gonna ignore it,"[3.0, 3.0, 5.0, 4.0, 2.0]"
45,sw2566_8_sw4168_39,0.0,['when she was born and then i had her at a private sitter for i guess two two and a half years after that'],so you you were out of school you went to school for awhile then quit then went back,"[3.0, 5.0, 3.0, 2.0]"
46,sw2566_8_sw3830_5,0.0,['when she was born and then i had her at a private sitter for i guess two two and a half years after that'],okay let me ask you something can i run a minute and shut my radio off,"[4.0, 2.0, 3.0, 1.0, 4.0]"
47,sw2566_8_sw2669_60,0.0,['when she was born and then i had her at a private sitter for i guess two two and a half years after that'],i know we keep calling it the English system but i'm i'm not sure what they do in England now they're they're on metric aren't they,"[1.0, 1.0, 1.0, 2.0, 1.0]"
48,sw2566_8_sw3756_35,0.0,['when she was born and then i had her at a private sitter for i guess two two and a half years after that'],there's some columns that could be painted a different color too color did you paint your house the outside,"[1.0, 1.0, 1.0, 1.0, 1.0]"
49,sw2566_8_sw3468_25,0.0,['when she was born and then i had her at a private sitter for i guess two two and a half years after that'],oh yeah i have that in my living room and dining room but we had a leak and the insurance company's gonna pay to do the whole area,"[1.0, 1.0, 1.0]"
50,sw3512_14_sw3512_18,1.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",that's the half the fun is the conversation right,"[5.0, 4.0, 3.0, 5.0, 5.0]"
51,sw3512_14_sw3196_20,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",dear,"[4.0, 3.0, 3.0, 4.0, 4.0, 5.0]"
52,sw3512_14_sw3175_0,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",hello,"[1.0, 3.0, 3.0, 5.0, 1.0]"
53,sw3512_14_sw2958_23,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",mhm,"[5.0, 4.0, 5.0, 4.0]"
54,sw3512_14_sw3609_31,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",but a lot of the stuff they do really you know evidently is pretty easy but i've just never,"[1.0, 2.0, 3.0]"
55,sw3512_14_sw2618_47,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",it's uh it's about an eight or nine hour drive really i make it in two days because i i don't push it,"[1.0, 5.0, 1.0, 1.0, 1.0]"
56,sw3512_14_sw3482_19,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",yeah it's raining out here and i just steam cleaned my carpet today and i really don't wanna let the dog in,"[1.0, 1.0, 1.0, 3.0, 1.0]"
57,sw3512_14_sw3510_36,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",true you know and you have to start thinking about is it is it worth spending the money to go see it or shall i just wait,"[2.0, 4.0, 2.0, 4.0, 5.0]"
58,sw3512_14_sw2131_11,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",yeah when he played Danny Boy it just almost brought tears to your eyes because he can make that flute sing,"[3.0, 2.0, 1.0, 1.0]"
59,sw3512_14_sw3057_11,0.0,"[""that's right"", ""and then it's just so noisy that you can't visit"", 'oh i know', ""know and normally when i'm eating out i you know with people and i wanna sit and talk i mean""]",was lonely and she needed company for her mother and so she opened a nursing home and initially started with eight ladies,"[1.0, 4.0, 2.0, 1.0]"
60,sw2419_15_sw2419_16,1.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",i don't i don't know what's out there for quarterbacks and they've got a what about a mid a mid first round choice i think,"[5.0, 5.0, 5.0, 5.0]"
61,sw2419_15_sw2176_10,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",don't feel you don't feel guilty about it,"[1.0, 2.0, 1.0, 2.0, 4.0]"
62,sw2419_15_sw4226_8,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",going to happen,"[3.0, 5.0, 4.0, 1.0, 4.0, 4.0]"
63,sw2419_15_sw3912_26,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",my,"[3.0, 2.0, 3.0, 1.0, 1.0]"
64,sw2419_15_sw3057_13,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",and then uh it it grew into a very prosperous business from that point uh then they,"[1.0, 1.0, 1.0, 1.0, 1.0]"
65,sw2419_15_sw3083_13,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",kind of had a whole conducive atmosphere to it and i wonder if not so much that uh,"[2.0, 1.0, 1.0, 4.0, 2.0]"
66,sw2419_15_sw2668_14,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",except i'm fixing not to be a TIer after a week from today,"[1.0, 2.0, 2.0, 1.0]"
67,sw2419_15_sw3512_13,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",know one of my pet peeves is that you know they have the music on so loud and then people have to talk loud,"[1.0, 1.0, 1.0, 1.0]"
68,sw2419_15_sw4224_15,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",PBS PBS PBS uh you know MacNeil Lehrer or uh NPR usually have some decent in depth stuff,"[3.0, 3.0, 1.0, 1.0, 2.0, 2.0]"
69,sw2419_15_sw3598_22,0.0,"[""so i'm hoping maybe they'll draft a good quarterback this year i don't know who they're gonna get but i hope""]",and you're closer to nature too than having a big throbbing engine behind you,"[1.0, 1.0, 1.0, 1.0]"
70,sw3853_8_sw3853_11,1.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",they'll call and and they don't you can't get them off the line you'll hang up and you pick it up a minute later and they'll still be on there,"[4.0, 4.0, 5.0, 5.0]"
71,sw3853_8_sw3897_23,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",oh well that's that would be fun uhuh,"[3.0, 1.0, 3.0, 2.0, 2.0]"
72,sw3853_8_sw2661_108,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",uh we still find it fun,"[4.0, 2.0, 4.0, 2.0, 2.0]"
73,sw3853_8_sw3120_10,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",well i went to the University of Minnesota,"[3.0, 1.0, 2.0]"
74,sw3853_8_sw3935_7,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",i guess that's true but it you know you think back and you didn't have to do replace buttons or anything,"[1.0, 1.0, 3.0, 2.0, 4.0, 4.0]"
75,sw3853_8_sw2506_63,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",i didn't i'm from Kilgore Texas it's in east,"[2.0, 1.0, 1.0, 1.0, 1.0]"
76,sw3853_8_sw4219_31,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",Reba Reba where in the heck are you,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
77,sw3853_8_sw4256_61,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",yeah oh well the architect tries to throw it in but uh sometimes i wonder when they put back the people that's supposed to be monitoring the building,"[4.0, 1.0, 4.0, 3.0]"
78,sw3853_8_sw2434_56,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",i'll agree with you there they do have too much control over us already could look at our paychecks and see how much control they have,"[2.0, 5.0, 4.0, 4.0]"
79,sw3853_8_sw4060_5,0.0,"['uhuh', ""and and what happens is is they'll call especially especially those computer ones"", 'uhuh']",that's kind of interesting though because i don't know if that's necessarily the case anymore i use to think that you know after you worth you mean security job security,"[3.0, 2.0, 4.0, 1.0, 2.0]"
80,sw2303_59_sw2303_61,1.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",that's true that's true well,"[5.0, 5.0, 3.0, 5.0, 5.0]"
81,sw2303_59_sw2111_13,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",idea,"[2.0, 2.0, 4.0, 2.0, 4.0]"
82,sw2303_59_sw4886_55,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",yeah it's nothing but woods up here,"[1.0, 1.0, 1.0, 1.0]"
83,sw2303_59_sw4045_4,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",hm,"[4.0, 4.0, 5.0, 3.0]"
84,sw2303_59_sw3528_10,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",anyway what do you think we've gained from the space flights,"[1.0, 4.0, 3.0, 4.0, 1.0]"
85,sw2303_59_sw3633_14,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",well the the you know those little arms are supposed to twist almost any,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0]"
86,sw2303_59_sw4681_5,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",mean like those you know twenty thousand dollar toilets,"[1.0, 1.0, 1.0, 2.0]"
87,sw2303_59_sw2618_47,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",it's uh it's about an eight or nine hour drive really i make it in two days because i i don't push it,"[1.0, 1.0, 1.0, 1.0]"
88,sw2303_59_sw2836_39,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",makes you wish they had uh still had indentured servitude for this sort of thing,"[2.0, 3.0, 2.0, 1.0, 4.0]"
89,sw2303_59_sw4555_20,0.0,"[""so they're going to be"", ""that's another and that's another interesting question should judges be elected or appointed""]",i i i used to exercise at night and i found that you don't come home tired you come home with a new found energy so you,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
90,sw4040_20_sw4040_24,1.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",um gee i think where where does she go to school,"[4.0, 5.0, 5.0, 4.0]"
91,sw4040_20_sw2466_8,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",what kind of things have you read,"[3.0, 2.0, 3.0, 4.0, 3.0]"
92,sw4040_20_sw2278_68,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",but that that's if,"[3.0, 2.0, 1.0, 2.0, 5.0]"
93,sw4040_20_sw2131_108,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",yeah,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0]"
94,sw4040_20_sw2866_7,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",it's so much easier to sit there and besides i can be doing other things and still listening to the news,"[3.0, 2.0, 3.0, 1.0, 2.0]"
95,sw4040_20_sw3733_24,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",you you say show music like Broadway musical type show music,"[2.0, 2.0, 1.0, 3.0]"
96,sw4040_20_sw2610_28,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",the starter was Bosch American so,"[1.0, 2.0]"
97,sw4040_20_sw3853_25,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",and you they find everything i mean they find out everything about you they want to know your you know where you live what you do what you know and some of the questions,"[2.0, 4.0, 2.0, 1.0, 1.0]"
98,sw4040_20_sw2240_23,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",that's there for direct yeah the direct sun beating on it yeah that's right,"[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
99,sw4040_20_sw2566_10,0.0,"['say you went back to school', 'the wife went back to school', 'i see uhuh', ""he's been there for almost a year now""]",um she was referred to me by a couple of people and she turned out to be wonderful i couldn't have asked for anything better i don't think,"[1.0, 3.0, 3.0, 2.0]"
